,TICKER,EMISOR,VENCIMIENTO,AMORTIZACION,CUPON_DE_RENTA,PROX_VENC,VR,COTIZACION,FECH_ULT_COT,RENTA_ANUAL,INT_CORRIDOS_C100vn,YIELD_ANUAL,VALOR_TECNICO_C100vn,PARIDAD_PERC,TIR_ANUAL,DM,PPV
5,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,28-Jul-22,100.00,17225.000,26-May-22,Fija=8.5,2.88,10.93,102.88,78.37,18.80%,2.46,2.82
6,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-22,100.00,21300.000,26-May-22,Fija=8.5,2.69,8.76,102.69,97.09,10.30%,1.86,2.03
7,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Ago-22,100.00,19100.000,26-May-22,Fija=4,0.20,4.48,100.20,89.23,14.03%,1.93,2.11
8,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Jun-22,100.00,22000.000,26-May-22,Fija=10.95,1.83,10.82,101.83,101.14,11.01%,3.21,3.45
9,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-22,100.00,21290.000,26-May-22,Fija=8,2.93,8.27,102.93,96.82,9.15%,3.34,3.61
10,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Oct-22,100.00,23775.000,26-May-22,Fija=9.125,0.76,8.26,100.76,110.45,6.14%,3.29,3.47
11,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Sep-22,100.00,21350.000,26-May-22,Tasa fija=8.75,2.14,8.95,102.14,97.85,9.84%,2.45,2.78
12,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-22,100.00,14600.000,24-May-22,Fija=2.5,1.04,3.71,101.04,67.64,18.23%,3.97,4.84
13,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-22,100.00,12300.000,26-May-22,Fija=1.5,0.25,2.62,100.25,57.43,15.37%,6.16,8.10
0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Ene-23,100.00,30500.000,19-Sep-22,Fija=6,1.25,6.04,101.25,99.31,7.05%,0.75,0.78
1,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Ene-23,100.00,31000.000,16-Sep-22,Fija=7.375,1.23,7.30,101.23,100.96,6.27%,0.79,0.81
2,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Oct-22,70.00,20099.000,19-Sep-22,Fija=8.75,2.84,9.66,72.84,90.96,19.59%,0.91,1.05
3,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-Nov-22,100.00,29900.000,19-Sep-22,Tasa fija=6.875,2.41,7.15,102.41,96.25,9.66%,1.48,1.56
4,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Mar-23,86.70,26200.000,19-Sep-22,Fija=9.5,0.30,9.57,87.00,99.28,11.81%,1.50,1.65
5,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,30-Ene-23,100.00,23700.000,19-Sep-22,Fija=8.5,1.25,11.06,101.25,77.16,20.36%,2.28,2.60
6,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Feb-23,100.00,29725.000,19-Sep-22,Fija=8.5,1.06,8.77,101.06,96.96,10.63%,1.63,1.79
7,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Nov-22,100.00,27490.000,19-Sep-22,Fija=4,0.43,4.44,100.43,90.23,15.14%,1.63,1.82
8,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Sep-22,100.00,31399.000,19-Sep-22,Fija=10.95,2.46,10.84,102.46,101.02,11.04%,2.99,3.20
9,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Ene-23,100.00,28090.000,19-Sep-22,Fija=8,1.40,8.77,101.40,91.32,11.16%,3.12,3.40
10,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Oct-22,100.00,35000.000,19-Sep-22,Fija=9.125,3.57,8.16,103.57,111.40,5.53%,3.00,3.16
11,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Mar-23,100.00,28650.000,19-Sep-22,Tasa fija=8.75,0.46,9.31,100.46,94.01,11.83%,2.20,2.55
12,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Dic-22,100.00,21500.000,19-Sep-22,Fija=2.5,0.56,3.56,100.56,70.48,18.16%,3.76,4.57
13,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-22,100.00,18759.000,16-Sep-22,Fija=1.5,0.71,2.45,100.71,61.40,14.88%,5.93,7.78
0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-23,100.00,48900.000,15-May-23,Fija=6,2.20,5.53,102.20,108.36,-,0.17,0.13
1,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-23,100.00,50245.000,16-May-23,Fija=7.375,2.40,6.62,102.40,111.13,-,0.22,0.18
2,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Oct-23,40.00,18500.000,16-May-23,Fija=8.75,0.43,8.44,40.43,103.64,4.45%,0.84,0.86
3,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-Nov-23,100.00,47700.000,16-May-23,Tasa fija=6.875,0.06,6.37,100.06,107.97,-,0.98,0.98
4,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Sep-23,73.40,35550.000,16-May-23,Fija=9.5,1.36,8.81,74.76,107.70,4.97%,1.19,1.23
5,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,28-Jul-23,100.00,44000.000,16-May-23,Fija=8.5,2.55,8.75,102.55,97.17,10.25%,1.90,2.02
6,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-23,97.00,46350.000,16-May-23,Fija=8.5,2.34,8.03,99.34,105.68,3.70%,1.18,1.23
7,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Ago-23,84.62,40405.000,16-May-23,Fija=9,0.13,8.33,84.74,107.99,3.44%,1.41,1.44
8,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Jun-23,100.00,49400.000,16-May-23,Fija=10.95,1.46,9.92,101.46,110.27,7.37%,2.63,2.73
9,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-23,100.00,45200.000,16-May-23,Fija=8,2.67,8.02,102.67,99.71,8.26%,2.68,2.84
10,MGC9O,O.N. PAMPA ENERGIA CLASE 9 EN U$S ,8-Dic-26,3-Anual,Sem.,8-Jun-23,100.00,53000.000,16-May-23,Tasa fija.=9.5,4.22,8.20,104.22,115.17,3.04%,2.25,2.32
11,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Oct-23,100.00,52072.000,16-May-23,Fija=9.125,0.46,7.77,100.46,117.40,2.90%,2.64,2.70
12,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Sep-23,90.00,43100.000,16-May-23,Tasa fija=8.75,1.66,8.21,91.66,106.49,5.63%,2.03,2.17
13,RCCJO,ARCOR S.A.I.C CLASE XVIII EN U$S ,9-Oct-27,7-Sem,Sem.,9-Oct-23,100.00,50450.000,16-May-23,Tasa fija.=8.25,0.89,7.28,100.89,113.25,3.36%,2.60,2.68
14,IRCFO,IRSA CLASE XIV EN U$S ,22-Jun-28,5-Anual,Sem.,22-Jun-23,100.00,49300.000,16-May-23,Tasa fija.=8.75,3.55,8.09,103.55,107.83,6.07%,2.79,3.02
15,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-23,100.00,41800.500,16-May-23,Fija=9,3.45,9.87,103.45,91.51,11.84%,3.46,3.95
16,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-23,100.00,33150.000,16-May-23,Fija=7,0.93,9.44,100.93,74.38,12.13%,5.88,7.26
0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-22,100.00,21500.000,27-Abr-22,Fija=6,1.88,5.99,101.88,100.14,5.95%,1.11,1.15
1,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-22,100.00,21980.000,27-Abr-22,Fija=7.375,2.01,7.21,102.01,102.26,5.48%,1.14,1.18
2,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Oct-22,70.00,14300.000,27-Abr-22,Fija=8.75,0.43,9.08,70.43,96.36,11.79%,1.34,1.45
3,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-May-22,100.00,21245.000,27-Abr-22,Tasa fija=6.875,3.13,7.04,103.13,97.76,8.28%,1.81,1.90
4,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Sep-22,100.00,21700.000,27-Abr-22,Fija=9.5,1.35,9.35,101.35,101.61,9.89%,1.64,1.80
5,YCA6O,YPF Clase XXXIX 2025 ,28-Jul-25,Al Vto.,Sem.,28-Jul-22,100.00,18300.000,27-Abr-22,Fija=8.5,2.15,10.04,102.15,85.02,15.08%,2.61,2.91
6,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-22,100.00,21050.000,27-Abr-22,Fija=8.5,1.96,8.68,101.96,97.97,9.75%,1.95,2.12
7,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-May-22,100.00,19450.000,27-Abr-22,Fija=4,0.86,4.37,100.86,91.52,12.28%,2.01,2.18
8,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Jun-22,100.00,21800.000,27-Abr-22,Fija=10.95,0.88,10.68,100.88,102.55,10.57%,3.30,3.54
9,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-22,100.00,20700.000,27-Abr-22,Fija=8,2.24,8.33,102.24,96.08,9.36%,3.41,3.69
10,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-22,100.00,24500.000,27-Abr-22,Fija=9.125,4.54,8.17,104.54,111.22,5.87%,3.24,3.44
11,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Sep-22,100.00,21270.000,27-Abr-22,Tasa fija=8.75,1.39,8.79,101.39,99.56,9.10%,2.56,2.86
12,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-22,100.00,15605.000,27-Abr-22,Fija=2.5,0.83,3.41,100.83,73.45,15.74%,4.16,4.93
13,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-22,100.00,13380.000,27-Abr-22,Fija=1.5,0.12,2.37,100.12,63.42,13.52%,6.47,8.18
0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-23,100.00,37600.000,1-Feb-23,Fija=6,0.45,5.92,100.45,101.38,2.74%,0.41,0.42
1,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-23,100.00,36800.000,1-Feb-23,Fija=7.375,0.25,7.42,100.25,99.43,8.96%,0.44,0.46
2,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-23,70.00,26000.000,1-Feb-23,Fija=8.75,2.02,8.96,72.02,97.77,12.53%,0.65,0.72
3,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-May-23,100.00,36800.000,1-Feb-23,Tasa fija=6.875,1.49,7.00,101.49,98.21,8.59%,1.18,1.23
4,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Mar-23,86.70,33450.000,1-Feb-23,Fija=9.5,3.32,9.44,90.02,100.65,11.22%,1.16,1.28
5,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,28-Jul-23,100.00,34160.000,1-Feb-23,Fija=8.5,0.07,9.19,100.07,92.46,12.52%,2.14,2.31
6,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Feb-23,100.00,37995.000,1-Feb-23,Fija=8.5,4.18,8.61,104.18,98.78,9.68%,1.29,1.42
7,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Feb-23,100.00,37100.000,1-Feb-23,Fija=9,1.37,9.08,101.37,99.13,10.01%,1.35,1.46
8,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Mar-23,100.00,37974.000,1-Feb-23,Fija=10.95,1.00,10.75,101.00,101.83,10.71%,2.79,2.96
9,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-23,100.00,35575.000,1-Feb-23,Fija=8,0.33,8.33,100.33,96.04,9.60%,2.93,3.13
10,MGC9O,O.N. PAMPA ENERGIA CLASE 9 EN U$S ,8-Dic-26,3-Anual,Sem.,8-Jun-23,100.00,40000.000,1-Feb-23,Tasa fija.=9.5,1.45,8.89,101.45,106.79,6.90%,2.45,2.60
11,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-23,100.00,42200.000,1-Feb-23,Fija=9.125,2.36,8.15,102.36,111.67,5.13%,2.77,2.89
12,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Mar-23,100.00,37500.000,1-Feb-23,Tasa fija=8.75,3.67,8.94,103.67,97.97,10.07%,1.89,2.18
13,RCCJO,ARCOR S.A.I.C CLASE XVIII EN U$S ,9-Oct-27,7-Sem,Sem.,9-Abr-23,100.00,40200.000,1-Feb-23,Tasa fija.=8.25,1.93,7.71,101.93,106.83,5.89%,2.73,2.89
14,IRCFO,IRSA CLASE XIV EN U$S ,22-Jun-28,5-Anual,Sem.,22-Jun-23,100.00,37600.000,1-Feb-23,Tasa fija.=8.75,1.00,8.68,101.00,100.84,8.65%,2.97,3.30
15,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-23,100.00,34500.000,1-Feb-23,Fija=9,0.83,9.72,100.83,92.68,11.31%,3.75,4.24
16,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Mar-23,100.00,29850.000,1-Feb-23,Fija=7,1.02,8.77,101.02,80.04,10.77%,6.14,7.45
0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-22,100.00,22899.000,27-Ene-22,Fija=6,0.42,6.14,100.42,97.74,7.86%,1.33,1.39
1,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-22,100.00,22690.000,27-Ene-22,Fija=7.375,0.20,7.60,100.20,97.06,9.82%,1.35,1.42
2,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-22,100.00,21350.000,27-Ene-22,Fija=8.75,2.84,9.87,102.84,88.98,20.68%,1.00,1.23
3,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Mar-22,100.00,22050.000,20-Ene-22,Fija=9.5,3.77,10.47,103.77,91.08,16.55%,1.68,1.97
4,YCA6O,YPF Clase XXXIX 2025 ,28-Jul-25,Al Vto.,Sem.,28-Jul-22,100.00,17350.000,27-Ene-22,Fija=8.5,0.07,11.44,100.07,74.31,19.78%,2.74,3.15
5,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Feb-22,100.00,23650.000,27-Ene-22,Fija=8.5,4.13,8.74,104.13,97.35,10.02%,2.08,2.28
6,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Feb-22,100.00,18300.000,26-Ene-22,Fija=4,0.88,5.16,100.88,77.76,19.78%,2.12,2.40
7,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Mar-22,100.00,23399.000,27-Ene-22,Fija=10.95,0.91,11.02,100.91,99.39,11.61%,3.42,3.71
8,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-22,100.00,22400.000,27-Ene-22,Fija=8,0.29,8.36,100.29,95.74,9.40%,3.64,3.93
9,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-22,100.00,26500.000,27-Ene-22,Fija=9.125,2.28,8.20,102.28,111.05,6.15%,3.47,3.68
10,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-22,100.00,13700.000,27-Ene-22,Fija=2.5,0.21,4.27,100.21,58.60,20.74%,4.15,5.17
11,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Mar-22,100.00,11100.000,27-Ene-22,Fija=1.5,0.50,3.19,100.50,47.34,18.10%,6.04,8.38
0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Ene-23,100.00,28788.000,6-Sep-22,Fija=6,1.03,6.00,101.03,100.01,6.08%,0.79,0.81
1,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Ene-23,100.00,28900.000,6-Sep-22,Fija=7.375,0.96,7.34,100.96,100.47,6.93%,0.82,0.85
2,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Oct-22,70.00,18400.000,6-Sep-22,Fija=8.75,2.62,9.88,72.62,88.93,21.83%,0.93,1.09
3,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-Nov-22,100.00,28600.000,6-Sep-22,Tasa fija=6.875,2.16,7.00,102.16,98.27,8.18%,1.52,1.59
4,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Mar-23,86.70,24300.000,6-Sep-22,Fija=9.5,-,9.66,86.70,98.38,12.41%,1.53,1.69
5,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,30-Ene-23,100.00,21171.500,6-Sep-22,Fija=8.5,0.94,11.59,100.94,73.62,22.43%,2.28,2.63
6,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Feb-23,100.00,27500.000,6-Sep-22,Fija=8.5,0.76,8.88,100.76,95.80,11.36%,1.65,1.82
7,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Nov-22,100.00,24910.000,6-Sep-22,Fija=4,0.29,4.59,100.29,87.18,17.22%,1.64,1.85
8,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Sep-22,100.00,29000.000,6-Sep-22,Fija=10.95,2.07,10.98,102.07,99.73,11.51%,3.01,3.24
9,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Ene-23,100.00,26300.000,6-Sep-22,Fija=8,1.11,8.77,101.11,91.30,11.14%,3.16,3.44
10,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Oct-22,100.00,33350.000,6-Sep-22,Fija=9.125,3.24,8.02,103.24,113.38,4.98%,3.05,3.19
11,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Mar-23,100.00,27010.000,6-Sep-22,Tasa fija=8.75,0.15,9.24,100.15,94.67,11.46%,2.24,2.59
12,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Dic-22,100.00,20500.000,6-Sep-22,Fija=2.5,0.47,3.50,100.47,71.62,17.56%,3.81,4.61
13,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-22,100.00,17800.000,6-Sep-22,Fija=1.5,0.66,2.43,100.66,62.07,14.61%,6.00,7.82
0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-22,100.00,19600.000,17-Mar-22,Fija=6,1.25,6.07,101.25,98.90,7.01%,1.21,1.25
1,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-22,100.00,19540.000,17-Mar-22,Fija=7.375,1.23,7.48,101.23,98.62,8.66%,1.23,1.28
2,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-22,100.00,19350.000,17-Mar-22,Fija=8.75,4.06,9.23,104.06,95.01,14.50%,0.94,1.10
3,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Sep-22,100.00,19000.000,17-Mar-22,Fija=9.5,0.34,9.82,100.34,96.74,12.89%,1.69,1.91
4,YCA6O,YPF Clase XXXIX 2025 ,28-Jul-25,Al Vto.,Sem.,28-Jul-22,100.00,16300.000,17-Mar-22,Fija=8.5,1.25,10.36,101.25,82.25,16.15%,2.69,3.01
5,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-22,100.00,19500.000,17-Mar-22,Fija=8.5,1.06,8.62,101.06,98.58,9.37%,2.05,2.23
6,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-May-22,100.00,17299.000,17-Mar-22,Fija=4,0.43,4.55,100.43,88.00,13.90%,2.09,2.29
7,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Mar-22,100.00,20360.000,17-Mar-22,Fija=10.95,2.46,10.78,102.46,101.52,10.90%,3.31,3.58
8,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-22,100.00,19000.000,17-Mar-22,Fija=8,1.40,8.36,101.40,95.73,9.43%,3.51,3.80
9,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-22,100.00,21250.000,16-Mar-22,Fija=9.125,3.57,8.69,103.57,104.82,7.81%,3.28,3.55
10,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-22,100.00,13900.000,17-Mar-22,Fija=2.5,0.56,3.55,100.56,70.62,16.41%,4.23,5.04
11,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Mar-22,100.00,11500.000,17-Mar-22,Fija=1.5,0.71,2.58,100.71,58.34,14.78%,6.33,8.25
0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Ene-23,100.00,31800.000,15-Nov-22,Fija=6,2.18,6.16,102.18,97.51,10.52%,0.59,0.62
1,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Ene-23,100.00,31000.000,14-Nov-22,Fija=7.375,2.38,7.78,102.38,94.88,16.50%,0.61,0.66
2,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-23,70.00,20950.000,15-Nov-22,Fija=8.75,0.73,9.44,70.73,92.81,18.29%,0.82,0.94
3,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-May-23,100.00,31500.000,15-Nov-22,Tasa fija=6.875,0.04,6.97,100.04,98.66,8.00%,1.39,1.45
4,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Mar-23,86.70,27360.000,15-Nov-22,Fija=9.5,1.58,9.79,88.28,97.11,13.78%,1.33,1.50
5,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,30-Ene-23,100.00,25750.000,15-Nov-22,Fija=8.5,2.57,10.88,102.57,78.66,20.19%,2.14,2.44
6,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Feb-23,100.00,31440.000,15-Nov-22,Fija=8.5,2.38,8.84,102.38,96.22,11.38%,1.47,1.63
7,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Feb-23,100.00,29300.000,15-Nov-22,Fija=4,0.06,4.36,100.06,91.76,15.00%,1.50,1.68
8,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Dic-22,100.00,32100.000,15-Nov-22,Fija=10.95,1.43,11.04,101.43,99.16,11.72%,2.91,3.11
9,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Ene-23,100.00,29100.000,15-Nov-22,Fija=8,2.64,9.04,102.64,88.83,12.30%,2.95,3.24
10,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-23,100.00,35800.000,15-Nov-22,Fija=9.125,0.43,8.17,100.43,111.69,5.41%,2.97,3.11
11,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Mar-23,100.00,30900.000,15-Nov-22,Tasa fija=8.75,1.82,9.21,101.82,95.09,11.45%,2.06,2.40
12,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Dic-22,100.00,22300.000,15-Nov-22,Fija=2.5,0.95,3.63,100.95,69.22,19.38%,3.56,4.42
13,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Mar-23,100.00,18200.000,15-Nov-22,Fija=1.5,0.20,2.64,100.20,56.92,16.57%,5.66,7.66
0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-23,100.00,41100.000,13-Abr-23,Fija=6,1.68,5.91,101.68,101.53,-,0.22,0.22
1,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-23,100.00,40400.000,13-Abr-23,Fija=7.375,1.76,7.40,101.76,99.72,8.63%,0.25,0.26
2,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Oct-23,40.00,15900.000,13-Abr-23,Fija=8.75,0.13,8.79,40.13,99.53,9.45%,0.90,0.95
